"ООО КОЛЬСКАЯ ВЕРФЬ";;;;;;;"Стр. 1";;
;;;;;;

"за период с 01.12.2015 00:00:00  по  31.12.2015 23:59:59";;;;;;;;;;
;;;;;;
"Детализация оказанных услуг по Абонентскому номеру  +79113083788";;;;;;;;;;;;;

"Дата";;;"Время";;"Абонентский номер,адрес электроннойпочты, точкадоступа";"Прод/Объем";;"Единицатарификации(мин, сек, шт,Kb, Mb)";"Вид услуги";"Место вызова";"Стоимость (сНДС),  руб.";;

"Место вызова - местонахождение абонента  при пользовании услугой ";;;;;;;;;;
"ООО КОЛЬСКАЯ ВЕРФЬ";;;;;;;"Стр. 343";;
;;;;;;

"за период с 01.12.2015 00:00:00  по  31.12.2015 23:59:59";;;;;;;;;;
;;;;;;
"Детализация оказанных услуг по Абонентскому номеру  +79212885919";;;;;;;;;;;;;
"Дата";;;"Время";;"Абонентский номер,адрес электроннойпочты, точкадоступа";"Прод/Объем";;"Единицатарификации(мин, сек, шт,Kb, Mb)";"Вид услуги";"Место вызова";"Стоимость (сНДС),  руб.";;
"10.12.15";;;"11:28:33";;"INTERNET";"38";;"Килобайт";"Мобильный Интернет(пакетная передачаданных) (Начисления затрафик передачи данных4G)";"Мурманск";"0.04";;
"10.12.15";;;"12:02:11";;"79211594445";"3";;"Минута";"Исходящие местныевызовы";"Мурманск";"0.00";;
"10.12.15";;;"12:29:06";;"INTERNET";"55";;"Килобайт";"Мобильный Интернет(пакетная передачаданных)";"Мурманск";"0.05";;
"10.12.15";;;"13:05:32";;"79210384794";"3";;"Минута";"Исходящие местныевызовы";"Мурманск";"0.00";;
"10.12.15";;;"13:19:51";;"INTERNET";"251";;"Килобайт";"Мобильный Интернет(пакетная передачаданных)";"Мурманск";"0.25";;
"10.12.15";;;"13:55:09";;"900";"0";;"Штука";"Входящие СМС";"Мурманск";"0.00";;
"10.12.15";;;"13:55:13";;"900";"0";;"Штука";"Входящие СМС";"Мурманск";"0.00";;
"10.12.15";;;"15:36:28";;"79219501871";"3.62";;"Минута";"Входящие вызовы";"Мурманск";"0.00";;
"10.12.15";;;"15:40:25";;"INTERNET";"92";;"Килобайт";"Мобильный Интернет(пакетная передачаданных)";"Мурманск";"0.09";;
"10.12.15";;;"17:28:39";;"79211594445";"0.75";;"Минута";"Входящие вызовы";"Мурманск";"0.00";;
"10.12.15";;;"17:32:45";;"INTERNET";"1823";;"Килобайт";"Мобильный Интернет(пакетная передачаданных)";"Мурманск";"1.79";;
"10.12.15";;;"19:23:14";;"900";"0";;"Штука";"Входящие СМС";"Мурманск";"0.00";;
"10.12.15";;;"19:25:12";;"79211594445";"1";;"Минута";"Исходящие местныевызовы";"Мурманск";"0.00";;
"10.12.15";;;"19:31:11";;"79211594445";"1";;"Минута";"Исходящие местныевызовы";"Мурманск";"0.00";;
"11.12.15";;;"00:05:51";;"INTERNET";"878";;"Килобайт";"Мобильный Интернет(пакетная передачаданных)";"Мурманск";"0.86";;
"11.12.15";;;"08:07:35";;"INTERNET";"208";;"Килобайт";"Мобильный Интернет(пакетная передачаданных)";"Мурманск";"0.20";;
"11.12.15";;;"09:50:47";;"79217351808";"5.02";;"Минута";"Входящие вызовы";"Мурманск";"0.00";;
"11.12.15";;;"09:56:09";;"79113083788";"0";;"Штука";"СМС исходящие";"Мурманск";"0.50";;
"11.12.15";;;"09:56:12";;"79113083788";"0";;"Штука";"СМС исходящие";"Мурманск";"0.50";;
"11.12.15";;;"09:56:17";;"79217351808";"0.8";;"Минута";"Входящие вызовы";"Мурманск";"0.00";;
"11.12.15";;;"09:57:12";;"79113083788";"0";;"Штука";"Входящие СМС";"Мурманск";"0.00";;
"11.12.15";;;"10:26:31";;"INTERNET";"46";;"Килобайт";"Мобильный Интернет(пакетная передачаданных)";"Мурманск";"0.05";;
"11.12.15";;;"13:16:38";;"79211594445";"3";;"Минута";"Исходящие местныевызовы";"Мурманск";"0.00";;
"11.12.15";;;"13:20:51";;"INTERNET";"941";;"Килобайт";"Мобильный Интернет(пакетная передачаданных)";"Мурманск";"0.92";;
"11.12.15";;;"13:59:14";;"900";"0";;"Штука";"Входящие СМС";"Мурманск";"0.00";;
"11.12.15";;;"13:59:18";;"900";"0";;"Штука";"Входящие СМС";"Мурманск";"0.00";;
"11.12.15";;;"18:06:29";;"79211594445";"0.17";;"Минута";"Входящие вызовы";"Мурманск";"0.00";;
"11.12.15";;;"18:16:37";;"INTERNET";"3205";;"Килобайт";"Мобильный Интернет(пакетная передачаданных)";"Мурманск";"3.14";;

"Место вызова - местонахождение абонента  при пользовании услугой ";;;;;;;;;;
"ООО КОЛЬСКАЯ ВЕРФЬ";;;;;;;"Стр. 344";;
;;;;;;

"за период с 01.12.2015 00:00:00  по  31.12.2015 23:59:59";;;;;;;;;;
;;;;;;
"Детализация оказанных услуг по Абонентскому номеру  +79212885919";;;;;;;;;;;;;
"Дата";;;"Время";;"Абонентский номер,адрес электроннойпочты, точкадоступа";"Прод/Объем";;"Единицатарификации(мин, сек, шт,Kb, Mb)";"Вид услуги";"Место вызова";"Стоимость (сНДС),  руб.";;
"11.12.15";;;"18:34:59";;"79211594445";"0.32";;"Минута";"Входящие вызовы";"Мурманск";"0.00";;
"11.12.15";;;"18:52:48";;"900";"0";;"Штука";"Входящие СМС";"Мурманск";"0.00";;
"11.12.15";;;"19:17:26";;"900";"0";;"Штука";"Входящие СМС";"Мурманск";"0.00";;
"11.12.15";;;"19:18:22";;"900";"0";;"Штука";"Входящие СМС";"Мурманск";"0.00";;
"11.12.15";;;"19:18:26";;"900";"0";;"Штука";"Входящие СМС";"Мурманск";"0.00";;
"12.12.15";;;"08:06:08";;"INTERNET";"810";;"Килобайт";"Мобильный Интернет(пакетная передачаданных)";"Мурманск";"0.79";;
"12.12.15";;;"10:23:04";;"900";"0";;"Штука";"Входящие СМС";"Мурманск";"0.00";;
"12.12.15";;;"10:23:36";;"900";"0";;"Штука";"Входящие СМС";"Мурманск";"0.00";;
"12.12.15";;;"10:23:38";;"900";"0";;"Штука";"Входящие СМС";"Мурманск";"0.00";;
"12.12.15";;;"10:25:15";;"900";"0";;"Штука";"Входящие СМС";"Мурманск";"0.00";;
"12.12.15";;;"10:25:18";;"900";"0";;"Штука";"Входящие СМС";"Мурманск";"0.00";;
"12.12.15";;;"10:48:57";;"79211594445";"1.13";;"Минута";"Входящие вызовы";"Мурманск";"0.00";;
"12.12.15";;;"10:52:42";;"79211594445";"1";;"Минута";"Исходящие местныевызовы";"Мурманск";"0.00";;
"12.12.15";;;"10:55:59";;"900";"0";;"Штука";"Входящие СМС";"Мурманск";"0.00";;
"12.12.15";;;"10:56:27";;"900";"0";;"Штука";"Входящие СМС";"Мурманск";"0.00";;
"12.12.15";;;"10:56:29";;"900";"0";;"Штука";"Входящие СМС";"Мурманск";"0.00";;
"12.12.15";;;"11:36:01";;"900";"0";;"Штука";"Входящие СМС";"Мурманск";"0.00";;
"12.12.15";;;"11:45:10";;"900";"0";;"Штука";"Входящие СМС";"Мурманск";"0.00";;
"12.12.15";;;"12:22:37";;"900";"0";;"Штука";"Входящие СМС";"Мурманск";"0.00";;
"12.12.15";;;"12:45:54";;"79210384794";"0.58";;"Минута";"Входящие вызовы";"Мурманск";"0.00";;
"12.12.15";;;"12:47:30";;"74957989670";"7";;"Минута";"Исходящиемеждугородные вызовы";"Мурманск";"11.20";;
"12.12.15";;;"13:05:05";;"74957989670";"0";;"Штука";"СМС исходящие";"Мурманск";"0.50";;
"12.12.15";;;"13:52:11";;"900";"0";;"Штука";"Входящие СМС";"Мурманск";"0.00";;
"12.12.15";;;"13:52:19";;"900";"0";;"Штука";"Входящие СМС";"Мурманск";"0.00";;
"12.12.15";;;"14:11:18";;"74957989670";"0";;"Штука";"СМС исходящие";"Мурманск";"0.50";;
"12.12.15";;;"15:06:54";;"79104717124";"0";;"Штука";"СМС исходящие";"Мурманск";"0.50";;
"13.12.15";;;"00:12:33";;"INTERNET";"188";;"Килобайт";"Мобильный Интернет(пакетная передачаданных)";"Мурманск";"0.18";;
"13.12.15";;;"08:22:24";;"INTERNET";"2380";;"Килобайт";"Мобильный Интернет(пакетная передачаданных)";"Мурманск";"2.33";;
"13.12.15";;;"15:48:33";;"79211594445";"1";;"Минута";"Исходящие местныевызовы";"Мурманск";"0.00";;
"13.12.15";;;"15:51:49";;"79211594445";"0.35";;"Минута";"Входящие вызовы";"Мурманск";"0.00";;
"13.12.15";;;"16:17:20";;"INTERNET";"72";;"Килобайт";"Мобильный Интернет(пакетная передачаданных)";"Мурманск";"0.07";;
"14.12.15";;;"00:10:45";;"INTERNET";"35";;"Килобайт";"Мобильный Интернет(пакетная передачаданных)";"Мурманск";"0.03";;
"14.12.15";;;"03:13:40";;"000001";"0";;"Штука";"Входящие СМС";"Мурманск";"0.00";;
"14.12.15";;;"03:13:42";;"000001";"0";;"Штука";"Входящие СМС";"Мурманск";"0.00";;
"14.12.15";;;"03:13:42";;"000001";"0";;"Штука";"Входящие СМС";"Мурманск";"0.00";;

"Место вызова - местонахождение абонента  при пользовании услугой ";;;;;;;;;;
"ООО КОЛЬСКАЯ ВЕРФЬ";;;;;;;"Стр. 345";;
;;;;;;

"за период с 01.12.2015 00:00:00  по  31.12.2015 23:59:59";;;;;;;;;;
;;;;;;
"Детализация оказанных услуг по Абонентскому номеру  +79212885919";;;;;;;;;;;;;
"Дата";;;"Время";;"Абонентский номер,адрес электроннойпочты, точкадоступа";"Прод/Объем";;"Единицатарификации(мин, сек, шт,Kb, Mb)";"Вид услуги";"Место вызова";"Стоимость (сНДС),  руб.";;
"14.12.15";;;"03:13:43";;"000001";"0";;"Штука";"Входящие СМС";"Мурманск";"0.00";;
"14.12.15";;;"08:25:39";;"INTERNET";"136";;"Килобайт";"Мобильный Интернет(пакетная передачаданных)";"Мурманск";"0.13";;
"14.12.15";;;"11:19:57";;"79217351808";"1";;"Минута";"Исходящие местныевызовы";"Мурманск";"0.00";;
"14.12.15";;;"11:24:56";;"79217351808";"1.62";;"Минута";"Входящие вызовы";"Мурманск";"0.00";;
"14.12.15";;;"11:26:41";;"INTERNET";"37";;"Килобайт";"Мобильный Интернет(пакетная передачаданных)";"Мурманск";"0.04";;
"14.12.15";;;"11:34:54";;"79211594445";"2";;"Минута";"Исходящие местныевызовы";"Мурманск";"0.00";;
"14.12.15";;;"13:07:22";;"79211594445";"2.27";;"Минута";"Входящие вызовы";"Мурманск";"0.00";;
"14.12.15";;;"13:14:21";;"INTERNET";"205";;"Килобайт";"Мобильный Интернет(пакетная передачаданных)";"Мурманск";"0.20";;
"14.12.15";;;"13:33:33";;"9169283453";"2.07";;"Минута";"Входящие вызовы";"Мурманск";"0.00";;
"14.12.15";;;"13:58:46";;"INTERNET";"198";;"Килобайт";"Мобильный Интернет(пакетная передачаданных)";"Мурманск";"0.19";;
"14.12.15";;;"16:35:25";;"79217351808";"3";;"Минута";"Исходящие местныевызовы";"Мурманск";"0.00";;
"14.12.15";;;"17:00:37";;"INTERNET";"7";;"Килобайт";"Мобильный Интернет(пакетная передачаданных)";"Мурманск";"0.01";;
"14.12.15";;;"17:00:41";;"79217351808";"1.3";;"Минута";"Входящие вызовы";"Мурманск";"0.00";;
"14.12.15";;;"17:30:41";;"INTERNET";"18";;"Килобайт";"Мобильный Интернет(пакетная передачаданных)";"Мурманск";"0.02";;
"14.12.15";;;"18:00:44";;"79217351808";"2";;"Минута";"Исходящие местныевызовы";"Мурманск";"0.00";;
"14.12.15";;;"18:18:40";;"79211594445";"3.98";;"Минута";"Входящие вызовы";"Мурманск";"0.00";;
"14.12.15";;;"18:55:36";;"INTERNET";"155";;"Килобайт";"Мобильный Интернет(пакетная передачаданных)";"Мурманск";"0.15";;
"14.12.15";;;"19:22:54";;"79211594445";"1";;"Минута";"Исходящие местныевызовы";"Мурманск";"0.00";;
"14.12.15";;;"19:27:59";;"900";"0";;"Штука";"Входящие СМС";"Мурманск";"0.00";;
"15.12.15";;;"00:19:33";;"INTERNET";"123";;"Килобайт";"Мобильный Интернет(пакетная передачаданных)";"Мурманск";"0.12";;
"15.12.15";;;"08:23:16";;"INTERNET";"33";;"Килобайт";"Мобильный Интернет(пакетная передачаданных)";"Мурманск";"0.03";;
"15.12.15";;;"09:22:55";;"79212885901";"1.13";;"Минута";"Входящие вызовы";"Мурманск";"0.00";;
"15.12.15";;;"09:50:08";;"INTERNET";"231";;"Килобайт";"Мобильный Интернет(пакетная передачаданных)";"Мурманск";"0.23";;
"15.12.15";;;"11:24:06";;"74952551285";"3";;"Минута";"Исходящиемеждугородные вызовы";"Мурманск";"4.80";;
"15.12.15";;;"13:11:46";;"79211594445";"4.88";;"Минута";"Входящие вызовы";"Мурманск";"0.00";;
"15.12.15";;;"13:34:49";;"INTERNET";"3898";;"Килобайт";"Мобильный Интернет(пакетная передачаданных)";"Мурманск";"3.82";;
"15.12.15";;;"13:54:48";;"900";"0";;"Штука";"Входящие СМС";"Мурманск";"0.00";;
"15.12.15";;;"13:54:51";;"900";"0";;"Штука";"Входящие СМС";"Мурманск";"0.00";;

"Место вызова - местонахождение абонента  при пользовании услугой ";;;;;;;;;;
"ООО КОЛЬСКАЯ ВЕРФЬ";;;;;;;"Стр. 346";;
;;;;;;

"за период с 01.12.2015 00:00:00  по  31.12.2015 23:59:59";;;;;;;;;;
;;;;;;
"Детализация оказанных услуг по Абонентскому номеру  +79212885919";;;;;;;;;;;;;
"Дата";;;"Время";;"Абонентский номер,адрес электроннойпочты, точкадоступа";"Прод/Объем";;"Единицатарификации(мин, сек, шт,Kb, Mb)";"Вид услуги";"Место вызова";"Стоимость (сНДС),  руб.";;
"15.12.15";;;"14:01:52";;"900";"0";;"Штука";"Входящие СМС";"Мурманск";"0.00";;
"15.12.15";;;"14:01:55";;"900";"0";;"Штука";"Входящие СМС";"Мурманск";"0.00";;
"15.12.15";;;"17:45:26";;"79211594445";"4.53";;"Минута";"Входящие вызовы";"Мурманск";"0.00";;
"15.12.15";;;"18:02:45";;"INTERNET";"13";;"Килобайт";"Мобильный Интернет(пакетная передачаданных)";"Мурманск";"0.01";;
"15.12.15";;;"18:26:01";;"9113224284";"1.27";;"Минута";"Входящие вызовы";"Мурманск";"0.00";;
"15.12.15";;;"18:40:00";;"INTERNET";"63";;"Килобайт";"Мобильный Интернет(пакетная передачаданных)";"Мурманск";"0.06";;
"15.12.15";;;"18:43:32";;"79211594445";"2";;"Минута";"Исходящие местныевызовы";"Мурманск";"0.00";;
"16.12.15";;;"00:22:13";;"INTERNET";"7";;"Килобайт";"Мобильный Интернет(пакетная передачаданных)";"Мурманск";"0.01";;
"16.12.15";;;"08:13:30";;"INTERNET";"44";;"Килобайт";"Мобильный Интернет(пакетная передачаданных)";"Мурманск";"0.04";;
"16.12.15";;;"08:30:14";;"79211594445";"0.13";;"Минута";"Входящие вызовы";"Мурманск";"0.00";;
"16.12.15";;;"08:55:12";;"79211594445";"0.6";;"Минута";"Входящие вызовы";"Мурманск";"0.00";;
"16.12.15";;;"09:38:48";;"INTERNET";"6442";;"Килобайт";"Мобильный Интернет(пакетная передачаданных) (Начисления затрафик передачи данных4G)";"Мурманск";"6.31";;
"16.12.15";;;"10:22:43";;"79113015453";"2";;"Минута";"Исходящие местныевызовы";"Мурманск";"1.00";;
"16.12.15";;;"11:52:37";;"74957306000";"61";;"Минута";"Исходящиемеждугородные вызовы";"Мурманск";"97.60";;
"16.12.15";;;"12:55:34";;"74957306000";"45";;"Минута";"Исходящиемеждугородные вызовы";"Мурманск";"72.00";;
"16.12.15";;;"13:11:24";;;"0";;"Минута";"Дополнительные услуги";"Мурманск";"0.00";;
"16.12.15";;;"13:28:12";;;"0";;"Минута";"Дополнительные услуги";"Мурманск";"0.00";;
"16.12.15";;;"13:40:28";;"79211594445";"2";;"Минута";"Исходящие местныевызовы";"Мурманск";"0.00";;
"16.12.15";;;"14:10:35";;"900";"0";;"Штука";"Входящие СМС";"Мурманск";"0.00";;
"16.12.15";;;"14:10:39";;"900";"0";;"Штука";"Входящие СМС";"Мурманск";"0.00";;
"16.12.15";;;"14:58:02";;"79211594445";"2";;"Минута";"Исходящие местныевызовы";"Мурманск";"0.00";;
"16.12.15";;;"15:37:35";;"79217351808";"1";;"Минута";"Исходящие местныевызовы";"Мурманск";"0.00";;
"16.12.15";;;"16:02:12";;"79217351808";"6";;"Минута";"Входящие вызовы";"Мурманск";"0.00";;
"16.12.15";;;"17:43:30";;"79211594445";"3.63";;"Минута";"Входящие вызовы";"Мурманск";"0.00";;
"16.12.15";;;"18:58:25";;"79211594445";"1";;"Минута";"Исходящие местныевызовы";"Мурманск";"0.00";;
"16.12.15";;;"19:00:02";;"265689";"2";;"Минута";"Исходящие местныевызовы";"Мурманск";"1.00";;
"16.12.15";;;"19:03:47";;"79211594445";"0";;"Штука";"Входящие СМС";"Мурманск";"0.00";;
"16.12.15";;;"19:13:17";;"900";"0";;"Штука";"Входящие СМС";"Мурманск";"0.00";;
"17.12.15";;;"00:04:01";;"INTERNET";"71";;"Килобайт";"Мобильный Интернет(пакетная передачаданных) (Начисления затрафик передачи данных4G)";"Мурманск";"0.07";;

"Место вызова - местонахождение абонента  при пользовании услугой ";;;;;;;;;;
"ООО КОЛЬСКАЯ ВЕРФЬ";;;;;;;"Стр. 347";;
;;;;;;

"за период с 01.12.2015 00:00:00  по  31.12.2015 23:59:59";;;;;;;;;;
;;;;;;
"Детализация оказанных услуг по Абонентскому номеру  +79212885919";;;;;;;;;;;;;
"Дата";;;"Время";;"Абонентский номер,адрес электроннойпочты, точкадоступа";"Прод/Объем";;"Единицатарификации(мин, сек, шт,Kb, Mb)";"Вид услуги";"Место вызова";"Стоимость (сНДС),  руб.";;
"17.12.15";;;"08:24:12";;"INTERNET";"23183";;"Килобайт";"Мобильный Интернет(пакетная передачаданных) (Начисления затрафик передачи данных4G)";"Мурманск";"22.71";;
"17.12.15";;;"10:17:24";;"74952119565";"3";;"Минута";"Исходящиемеждугородные вызовы";"Мурманск";"4.80";;
"17.12.15";;;"13:06:35";;"79211594445";"1.2";;"Минута";"Входящие вызовы";"Мурманск";"0.00";;
"17.12.15";;;"16:42:42";;"79211594445";"2";;"Минута";"Исходящие местныевызовы";"Мурманск";"0.00";;
"17.12.15";;;"17:23:07";;"79211594445";"2.72";;"Минута";"Входящие вызовы";"Мурманск";"0.00";;
"17.12.15";;;"18:53:06";;"79211594445";"1";;"Минута";"Исходящие местныевызовы";"Мурманск";"0.00";;
"17.12.15";;;"19:06:56";;"79211594445";"1";;"Минута";"Исходящие местныевызовы";"Мурманск";"0.00";;
"17.12.15";;;"19:15:24";;"900";"0";;"Штука";"Входящие СМС";"Мурманск";"0.00";;
"18.12.15";;;"00:28:37";;"INTERNET";"7";;"Килобайт";"Мобильный Интернет(пакетная передачаданных) (Начисления затрафик передачи данных4G)";"Мурманск";"0.01";;
"18.12.15";;;"07:28:37";;"INTERNET";"14";;"Килобайт";"Мобильный Интернет(пакетная передачаданных) (Начисления затрафик передачи данных4G)";"Мурманск";"0.01";;
"18.12.15";;;"08:02:10";;"INTERNET";"16666";;"Килобайт";"Мобильный Интернет(пакетная передачаданных) (Начисления затрафик передачи данных4G)";"Мурманск";"16.32";;
"18.12.15";;;"12:01:03";;"79217351808";"4";;"Минута";"Исходящие местныевызовы";"Мурманск";"0.00";;
"18.12.15";;;"12:53:33";;"79211594445";"3";;"Минута";"Исходящие местныевызовы";"Мурманск";"0.00";;
"18.12.15";;;"14:30:55";;"79217244328";"0.95";;"Минута";"Входящие вызовы";"Мурманск";"0.00";;
"18.12.15";;;"18:24:15";;"79211594445";"1.27";;"Минута";"Входящие вызовы";"Мурманск";"0.00";;
"18.12.15";;;"18:31:11";;"79211631310";"1";;"Минута";"Исходящие местныевызовы";"Мурманск";"0.00";;
"18.12.15";;;"19:27:50";;"79211594445";"0.13";;"Минута";"Входящие вызовы";"Мурманск";"0.00";;
"18.12.15";;;"19:29:04";;"79211594445";"0.52";;"Минута";"Входящие вызовы";"Мурманск";"0.00";;
"18.12.15";;;"20:57:51";;"79211594445";"1";;"Минута";"Исходящие местныевызовы";"Мурманск";"0.00";;
"18.12.15";;;"21:35:47";;"79211594445";"1";;"Минута";"Исходящие местныевызовы";"Мурманск";"0.00";;
"19.12.15";;;"00:05:29";;"INTERNET";"54";;"Килобайт";"Мобильный Интернет(пакетная передачаданных) (Начисления затрафик передачи данных4G)";"Мурманск";"0.05";;
"19.12.15";;;"08:09:30";;"INTERNET";"1036";;"Килобайт";"Мобильный Интернет(пакетная передачаданных) (Начисления затрафик передачи данных4G)";"Мурманск";"1.01";;
"19.12.15";;;"10:04:45";;"79211594445";"2";;"Минута";"Исходящие местныевызовы";"Мурманск";"0.00";;
"19.12.15";;;"10:15:57";;"900";"0";;"Штука";"Входящие СМС";"Мурманск";"0.00";;
"19.12.15";;;"10:57:33";;"900";"0";;"Штука";"Входящие СМС";"Мурманск";"0.00";;

"Место вызова - местонахождение абонента  при пользовании услугой ";;;;;;;;;;
"ООО КОЛЬСКАЯ ВЕРФЬ";;;;;;;"Стр. 348";;
;;;;;;

"за период с 01.12.2015 00:00:00  по  31.12.2015 23:59:59";;;;;;;;;;
;;;;;;
"Детализация оказанных услуг по Абонентскому номеру  +79212885919";;;;;;;;;;;;;
"Дата";;;"Время";;"Абонентский номер,адрес электроннойпочты, точкадоступа";"Прод/Объем";;"Единицатарификации(мин, сек, шт,Kb, Mb)";"Вид услуги";"Место вызова";"Стоимость (сНДС),  руб.";;
"19.12.15";;;"10:58:15";;"900";"0";;"Штука";"Входящие СМС";"Мурманск";"0.00";;
"19.12.15";;;"10:58:18";;"900";"0";;"Штука";"Входящие СМС";"Мурманск";"0.00";;
"19.12.15";;;"11:02:34";;"900";"0";;"Штука";"Входящие СМС";"Мурманск";"0.00";;
"19.12.15";;;"11:02:37";;"900";"0";;"Штука";"Входящие СМС";"Мурманск";"0.00";;
"19.12.15";;;"13:09:15";;"79211594445";"1";;"Минута";"Исходящие местныевызовы";"Мурманск";"0.00";;
"19.12.15";;;"13:21:43";;"900";"0";;"Штука";"Входящие СМС";"Мурманск";"0.00";;
"19.12.15";;;"13:21:46";;"900";"0";;"Штука";"Входящие СМС";"Мурманск";"0.00";;
"19.12.15";;;"14:44:26";;"79646840017";"1";;"Минута";"Исходящие местныевызовы";"Мурманск";"0.50";;
"19.12.15";;;"18:39:08";;"79211594445";"1";;"Минута";"Исходящие местныевызовы";"Мурманск";"0.00";;
"19.12.15";;;"19:34:33";;"79210384794";"1.58";;"Минута";"Входящие вызовы";"Мурманск";"0.00";;
"19.12.15";;;"21:36:39";;"900";"0";;"Штука";"Входящие СМС";"Мурманск";"0.00";;
"20.12.15";;;"00:25:59";;"INTERNET";"20";;"Килобайт";"Мобильный Интернет(пакетная передачаданных) (Начисления затрафик передачи данных4G)";"Мурманск";"0.02";;
"20.12.15";;;"08:24:48";;"INTERNET";"756";;"Килобайт";"Мобильный Интернет(пакетная передачаданных) (Начисления затрафик передачи данных4G)";"Мурманск";"0.74";;
"20.12.15";;;"09:41:14";;"79212894454";"0";;"Штука";"Входящие СМС";"Мурманск";"0.00";;
"20.12.15";;;"09:41:15";;"79212894454";"0";;"Штука";"Входящие СМС";"Мурманск";"0.00";;
"20.12.15";;;"10:06:36";;"79202043497";"3.42";;"Минута";"Входящие вызовы";"Мурманск";"0.00";;
"20.12.15";;;"10:49:36";;"79216651531";"1";;"Минута";"Исходящие местныевызовы";"Мурманск";"0.00";;
"20.12.15";;;"11:38:52";;"79104717124";"3";;"Минута";"Исходящиемеждугородные вызовы";"Мурманск";"4.80";;
"20.12.15";;;"12:00:47";;"79210891441";"1";;"Минута";"Исходящие местныевызовы";"Мурманск";"0.00";;
"20.12.15";;;"12:02:06";;"79210384794";"1";;"Минута";"Исходящие местныевызовы";"Мурманск";"0.00";;
"20.12.15";;;"12:14:19";;"9852119565";"0.53";;"Минута";"Входящие вызовы";"Мурманск";"0.00";;
"20.12.15";;;"12:20:45";;"79210384794";"0.97";;"Минута";"Входящие вызовы";"Мурманск";"0.00";;
"20.12.15";;;"16:04:25";;"79005920300";"0";;"Штука";"Входящие СМС";"Мурманск";"0.00";;
"20.12.15";;;"16:04:28";;"79005920300";"0";;"Штука";"Входящие СМС";"Мурманск";"0.00";;
"20.12.15";;;"16:09:20";;"79005920300";"0";;"Штука";"СМС исходящие";"Мурманск";"0.50";;
"20.12.15";;;"17:39:30";;"79219096488";"0";;"Штука";"Входящие СМС";"Мурманск";"0.00";;
"20.12.15";;;"17:39:35";;"79219096488";"0";;"Штука";"Входящие СМС";"Мурманск";"0.00";;
"20.12.15";;;"17:39:51";;"9113034400";"1.72";;"Минута";"Входящие вызовы";"Мурманск";"0.00";;
"20.12.15";;;"17:40:08";;"79219096488";"0";;"Штука";"Входящие СМС";"Мурманск";"0.00";;
"20.12.15";;;"17:43:34";;"79219096488";"0";;"Штука";"СМС исходящие";"Мурманск";"0.50";;
"20.12.15";;;"17:48:41";;"79211594445";"1";;"Минута";"Исходящие местныевызовы";"Мурманск";"0.00";;
"20.12.15";;;"17:49:24";;"79851386607";"1";;"Минута";"Исходящиемеждугородные вызовы";"Мурманск";"1.60";;
"20.12.15";;;"18:00:32";;"900";"0";;"Штука";"Входящие СМС";"Мурманск";"0.00";;

"Место вызова - местонахождение абонента  при пользовании услугой ";;;;;;;;;;
"ООО КОЛЬСКАЯ ВЕРФЬ";;;;;;;"Стр. 349";;
;;;;;;

"за период с 01.12.2015 00:00:00  по  31.12.2015 23:59:59";;;;;;;;;;
;;;;;;
"Детализация оказанных услуг по Абонентскому номеру  +79212885919";;;;;;;;;;;;;
"Дата";;;"Время";;"Абонентский номер,адрес электроннойпочты, точкадоступа";"Прод/Объем";;"Единицатарификации(мин, сек, шт,Kb, Mb)";"Вид услуги";"Место вызова";"Стоимость (сНДС),  руб.";;
"20.12.15";;;"18:00:34";;"900";"0";;"Штука";"Входящие СМС";"Мурманск";"0.00";;
"20.12.15";;;"18:02:47";;"79210384794";"1";;"Минута";"Входящие вызовы";"Мурманск";"0.00";;
"20.12.15";;;"20:08:14";;"5118";"0";;"Штука";"Входящие СМС";"Мурманск";"0.00";;
"20.12.15";;;"20:08:15";;"5118";"0";;"Штука";"Входящие СМС";"Мурманск";"0.00";;
"20.12.15";;;"20:08:20";;"MMS";"30";;"Килобайт";"Мобильный Интернет(пакетная передачаданных)";"Мурманск";"0.00";;
"20.12.15";;;"20:34:34";;"9113450072";"1.37";;"Минута";"Входящие вызовы";"Мурманск";"0.00";;
"20.12.15";;;"20:34:34";;"MMS";"180";;"Килобайт";"Мобильный Интернет(пакетная передачаданных)";"Мурманск";"0.00";;
"20.12.15";;;"20:34:37";;"9217090386";"0";;"Штука";"ММС входящие";"Мурманск";"0.00";;
"20.12.15";;;"21:42:41";;"79217244328";"0";;"Штука";"Входящие СМС";"Мурманск";"0.00";;
"20.12.15";;;"21:43:55";;"79217090386";"0";;"Штука";"СМС исходящие";"Мурманск";"0.50";;
"20.12.15";;;"21:44:14";;"79217244328";"0";;"Штука";"СМС исходящие";"Мурманск";"0.50";;
"21.12.15";;;"00:07:37";;"INTERNET";"76";;"Килобайт";"Мобильный Интернет(пакетная передачаданных)";"Мурманск";"0.07";;
"21.12.15";;;"08:29:58";;"INTERNET";"15732";;"Килобайт";"Мобильный Интернет(пакетная передачаданных)";"Мурманск";"15.41";;
"21.12.15";;;"09:46:29";;"79212849992";"0";;"Штука";"СМС исходящие";"Мурманск";"0.50";;
"21.12.15";;;"09:46:30";;"79212849992";"0";;"Штука";"СМС исходящие";"Мурманск";"0.50";;
"21.12.15";;;"09:55:49";;"79212849992";"0";;"Штука";"Входящие СМС";"Мурманск";"0.00";;
